Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
Newbium,NEWB,0.00841702,464.55,420851.0,6.30%,20.28%,-5.78%
Phoenixcoin,PXC,0.00656401,254.681,408371.8564,-2.02%,14.92%,4.27%
NautilusCoin,NAUT,0.0236045,None,381920.81,,,-17.73%
BTCtalkcoin,TALK,0.00573228,110.692,374264.199669,0.37%,-26.11%,-51.68%
AurumCoin,AU,1.22376,15.5956,362496.871496,-0.01%,6.46%,16.82%
iDice,ICE,0.228099,231.642,358346.451623,-2.58%,318.02%,40.47%
Devcoin,DVC,2.29752e-05,None,348122.700234,,,
iCoin,ICN,0.0117284,48.9187,342273.195813,-0.01%,9.85%,-4.74%
DaxxCoin,DAXX,0.000682037,250.648,338630.927176,-0.50%,7.02%,2.21%
Jetcoin,JET,0.0678505,261.704,329923.684095,-0.01%,-6.46%,-27.47%
BritCoin,BRIT,0.0155087,17.0285,329840.46077,0.00%,-0.28%,-2.92%
Stress,STS,0.000581576,17.5538,328668.564226,-0.01%,,5.08%
Guncoin,GUN,0.00164775,154.277,323386.719649,0.00%,6.17%,-18.02%
WayGuide,WAY,0.00319867,9.596,319997.21284,0.00%,,4.87%
QubitCoin,Q2C,0.00126008,230.068,312729.12689,-0.01%,14.62%,33.20%
GAIA,GAIA,0.0123429,0.0,297480.941083,,4.21%,27.98%
Triangles,TRI,3.94899,209.073,287847.577163,-0.46%,9.23%,1.11%
Shadow Token,SHDW,0.0408072,13.7928,285650.4,0.00%,1.06%,3.59%
Cannacoin,CCN,0.0576721,342.289,271034.386668,7.60%,38.52%,56.84%
Truckcoin,TRK,0.00174624,89.0016,270877.009567,2.99%,7.77%,17.27%
SproutsExtreme,SPEX,9.31487e-05,0.0,267020.770031,,3.82%,16.04%
Shilling,SH,0.00678505,46.3968,266525.75419,0.00%,113.47%,168.53%
Prototanium,PR,1.32716,90.0105,259919.598139,-0.01%,-1.45%,18.91%
Joincoin,J,0.104674,131.461,256283.978611,0.33%,3.40%,0.28%
The Cypherfunks,FUNK,5.52356e-06,127.428,255299.882202,0.65%,8.08%,-5.17%
Rubies,RBIES,0.0243015,97.1888,253106.243856,0.14%,4.60%,4.83%
PureVidz,VIDZ,0.00201889,270.394,252926.083953,-0.01%,-5.97%,1.85%
FlutterCoin,FLT,0.000774832,44.6684,249662.124214,0.09%,7.96%,31.55%
Nyancoin,NYAN,0.000775884,498.45,246787.853215,0.01%,8.04%,7.42%
Kayicoin,KAYI,0.000866387,482.924,246245.195846,0.14%,14.72%,20.17%
LanaCoin,LANA,0.000290606,477.39,242933.345713,23.61%,8.11%,48.94%
DigiCube,CUBE,9.69293e-05,4.55568,235453.483681,-0.01%,,21.11%
8Bit,8BIT,0.201282,248.119,234375.736992,0.03%,6.45%,23.04%
Flycoin,FLY,1.10361,0.0,232647.117385,,0.47%,0.26%
UniCoin,UNIC,0.0775675,44.6648,230081.484231,-1.65%,3.13%,30.45%
HOdlcoin,HODL,0.00145394,227.442,222446.342697,0.00%,8.04%,-3.74%
LiteBar,LTB,0.265683,288.672,212528.22764,0.11%,1.18%,8.52%
KushCoin,KUSH,0.0389535,78.178,212128.231521,0.27%,15.28%,14.92%
LottoCoin,LOT,1.46221e-05,7.95247,211889.061968,0.70%,-17.13%,5.70%
PetroDollar,XPD,0.00326668,46.3879,209045.551209,0.00%,-1.15%,15.70%
PayCoin,XPY,0.0175383,401.875,207355.012196,0.00%,16.69%,15.73%
BigUp,BIGUP,9.69293e-05,193.859,205194.03755,0.00%,-45.59%,16.92%
RevolverCoin,XRE,0.00900963,61.8771,200887.903208,0.00%,8.11%,44.58%
Bitcurrency,BTCR,0.0011729,149.044,198922.216872,9.58%,-48.74%,-21.61%
Freicoin,FRC,0.00669573,0.0,197347.02924,,3.65%,27.03%
Emerald Crypto,EMD,0.0101748,251.379,194512.967948,0.15%,8.02%,49.22%
BunnyCoin,BUN,1.84335e-06,139.846,188549.689667,-9.87%,-42.68%,-2.92%
CageCoin,CAGE,1.84346e-06,21.1076,186499.766663,0.18%,-85.27%,-95.64%
OctoCoin,888,0.00355433,139.752,178763.251604,-0.06%,5.52%,63.13%
Tigercoin,TGC,0.00407103,15.1194,177239.618724,0.00%,-24.40%,-12.56%
Acoin,ACOIN,0.145013,190.384,176928.17982,-0.01%,9.09%,22.76%
WMCoin,WMC,0.0152179,2.03542,175424.178282,-0.01%,,20.75%
Wyvern,WYV,0.0999341,25.9471,173869.524378,0.13%,-17.95%,36.21%
LeaCoin,LEA,0.000555568,238.6,173743.386395,1.22%,5.82%,58.78%
Zurcoin,ZUR,0.00199297,446.83,172722.722077,0.10%,7.92%,31.03%
I0Coin,I0C,0.00805638,23.2635,169061.664892,0.74%,50.95%,-21.43%
Gapcoin,GAP,0.0140548,329.248,168660.779248,-0.01%,-12.85%,33.22%
Darsek,KED,0.0120494,0.0232367,163112.943474,2.55%,-13.42%,-6.04%
SatoshiMadness,MAD,8.05076e-05,0.0,161070.225741,,,0.29%
Virtacoinplus,XVP,0.0172593,304.776,157659.398059,-0.43%,11.99%,170.44%
Unrealcoin,URC,0.0223907,21.8938,157281.277861,-0.01%,8.96%,41.59%
bitSilver,BITSILVER,17.5287,441.984,154605.938592,-0.14%,-1.02%,5.42%
Pascal Lite,PASL,0.037027,376.156,153323.25295,1.87%,3.16%,19.55%
Yacoin,YAC,0.00126008,41.1126,150886.805306,0.00%,8.04%,-1.89%
Evil Coin,EVIL,0.00715358,254.06,150370.989889,-0.03%,-5.53%,24.06%
Global Tour Coin,GTC,0.0049434,31.7323,147745.383926,6.24%,14.79%,17.33%
Halcyon,HAL,0.0280126,10.5241,147582.773812,0.00%,18.27%,65.12%
BumbaCoin,BUMBA,0.00653684,161.814,146651.479992,1.46%,8.73%,2.38%
Sling,SLING,0.13541,166.921,145443.206252,-0.01%,,
AntiBitcoin,ANTI,0.00823899,11.5442,143895.268616,-0.01%,,26.69%
RedCoin,RED,0.00193391,289.809,143318.001153,11.11%,13.80%,143.84%
TittieCoin,TTC,0.000112404,49.2393,141608.406447,0.87%,23.32%,-11.58%
bitGold,BITGOLD,1563.04,233.107,140625.770976,0.15%,18.86%,22.71%
Francs,FRN,0.0348627,336.323,134816.849841,0.27%,2.78%,13.49%
Mineum,MNM,0.0142147,241.415,134135.123845,0.19%,11.17%,7.77%
Firecoin,FIRE,1.35701,99.3801,133545.981164,0.00%,7.55%,31.36%
BillaryCoin,BLRY,0.0146363,35.1299,131606.61644,-0.01%,29.45%,127.92%
Rupaya,RUPX,0.0210235,204.258,128108.304553,21.34%,-8.29%,8.12%
HempCoin,HMP,9.28777e-05,0.0,126002.110968,,3.51%,15.70%
TEKcoin,TEK,8.83167e-05,405.491,124884.632493,0.52%,-1.65%,-26.17%
CacheCoin,CACH,0.0291757,452.073,122395.916406,0.00%,0.69%,22.51%
GameUnits,UNITS,0.0352274,41.2383,122344.144147,-0.01%,-1.83%,17.59%
OHM,OHM,0.00407103,145.394,120416.23008,-0.01%,0.82%,
QuazarCoin,QCN,0.0193859,308.357,117186.034497,0.00%,8.04%,-12.42%
Flaxscript,FLAX,0.0208484,16.8749,116392.177142,0.87%,6.52%,56.09%
Cannation,CNNC,0.0461901,170.947,114407.922391,-0.03%,6.78%,-20.29%
SecureCoin,SRC,0.0139147,372.531,114040.650435,25.62%,12.43%,65.65%
Cypher,CYP,0.0176914,0.0,112610.797301,,,36.89%
BitQuark,BTQ,0.0125039,68.3392,112214.168651,0.00%,4.00%,-38.89%
020LondonCoin,020,7.14305e-07,0.0,112074.597538,,,-0.36%
Dollarcoin,DLC,0.0121162,39.6524,110338.769105,-0.01%,3.88%,26.08%
PX,PX,0.00114801,0.0,109352.137481,,,2.15%
Quatloo,QTL,0.0140546,43.9516,108485.810847,0.30%,5.57%,15.11%
AquariusCoin,ARCO,0.0720714,88.7128,106482.182176,0.75%,-0.66%,26.80%
C-Bit,XCT,0.000675638,457.575,106226.002183,-0.06%,0.86%,-6.10%
IslaCoin,ISL,0.069586,0.0,105332.620594,,4.37%,10.47%
Printerium,PRX,0.0088891,234.851,105084.521323,0.71%,12.85%,480.05%
Bottlecaps,CAP,0.000514308,0.0,105012.57212,,,
Bitcoin 21,XBTC21,0.132309,397.062,104935.26036,-0.01%,52.64%,135.13%
Franko,FRK,0.10568,0.0,98363.45656,,,3.18%
Catcoin,CAT,0.0155087,218.093,95846.0919326,16.77%,16.36%,20.87%
Independent M...,IMS,0.0175954,116.68,94468.5342181,1.42%,26.20%,14.87%
GPU Coin,GPU,0.00232666,155.25,94176.31364,0.02%,2.87%,27.27%
X-Coin,XCO,0.00752566,93.5086,93205.1184842,0.77%,0.39%,-2.02%
VirtualCoin,VC,0.00922666,0.0,92859.7510576,,3.88%,16.65%
Artex Coin,ATX,0.00493879,224.259,92759.1185118,-0.01%,28.02%,55.22%
Slimcoin,SLM,0.00610655,19.3859,91216.2167612,0.00%,8.04%,15.19%
Blakecoin,BLC,0.00598074,142.929,90444.9196946,0.91%,25.37%,31.43%
Kittehcoin,MEOW,3.67237e-06,236.005,87790.465248,-0.04%,-14.50%,51.29%
Allion,ALL,0.0140146,11.5726,86881.5414036,-0.43%,12.33%,55.36%
CompuCoin,CPN,0.00426489,226.361,83655.8997008,0.00%,10.54%,34.01%
VectorAI,VEC2,0.00493966,133.108,81910.810395,-5.62%,33.61%,73.64%
SoonCoin,SOON,0.00639871,7.83972,79744.6912202,0.00%,4.82%,20.44%
Tattoocoin (S...,TSE,0.000872457,6.92573,78889.1814298,0.01%,9.71%,17.22%
SixEleven,611,0.182179,19.9495,78384.9841265,-1.57%,0.48%,25.37%
Jewels,JWL,0.00387717,8.45989,78247.6331348,-0.01%,,27.11%
Virta Unique ...,VUC,0.00124401,353.873,76392.8502855,-0.31%,-3.52%,-14.79%
HealthyWormCoin,WORM,0.000678505,127.88,75512.1505461,0.00%,27.76%,
Hexx,HXX,0.0506529,314.987,74938.9440434,0.52%,-24.20%,52.04%
ReeCoin,REE,2.89677e-05,238.588,74157.312,-1.92%,-21.90%,-30.66%
BitAsean,BAS,0.0146014,59.4714,73007.0,-0.30%,14.05%,-14.67%
Bitz,BITZ,0.0364454,6.7645,72558.8119706,-0.01%,14.41%,42.33%
Bitcoin Planet,BTPL,0.0130401,155.384,71680.5061227,-22.60%,-6.05%,-10.72%
BipCoin,BIP,0.0430366,152.546,70031.7888205,0.00%,16.28%,63.15%
PopularCoin,POP,2.06803e-05,7.57753,69752.0719183,2.02%,3.89%,40.34%
Spots,SPT,0.00311071,64.8278,69698.6343332,-0.11%,4.65%,32.66%
Dreamcoin,DRM,0.0284003,11.4094,69570.2863389,-0.01%,9.14%,35.39%
Gold Pressed ...,GPL,0.271535,113.403,69325.292736,0.29%,4.38%,40.37%
Asiadigicoin,ADCN,0.00271402,193.963,67663.3791771,0.00%,2.22%,9.44%
MustangCoin,MST,0.106525,98.9366,67147.314032,0.00%,-15.67%,17.63%
SecretCoin,SCRT,0.0155124,0.0,65596.84811,,4.16%,20.61%
300 Token,300,215.648,236.548,64694.4,0.00%,9.74%,63.55%
Chronos,CRX,0.000863329,141.003,63653.2142871,8.14%,-16.85%,6.07%
E4ROW,E4ROW,0.0147352,14.6014,63037.1856,,-83.77%,-89.16%
ICOBID,ICOB,0.00058157,22.6866,62054.6089193,0.07%,2.73%,37.30%
CryptoWorldX ...,CWXT,0.00100184,301.367,59739.919568,-1.65%,12.93%,20.75%
Uro,URO,0.0491432,10.1418,59331.0964493,0.00%,8.02%,30.52%
GuccioneCoin,GCC,0.00290788,33.4794,58987.9073316,-0.01%,1.29%,4.70%
Beatcoin,XBTS,0.0383691,60.7903,58500.8332801,0.00%,174.41%,79.64%
DIBCOIN,DIBC,0.0116986,366.071,58493.0,-4.67%,2.33%,-2.89%
Californium,CF,0.0242323,30.9877,58224.7191969,0.00%,8.89%,-16.60%
ZetaMicron,ZMC,9.69293e-05,287.53,58190.9519292,0.00%,8.04%,20.76%
BeaverCoin,BVC,0.0185274,0.0,57717.6310692,,11.14%,9.39%
Braincoin,BRAIN,0.0056219,29.8254,56749.8439003,0.00%,9.89%,49.51%
RonPaulCoin,RPC,0.0636927,220.643,56718.089592,0.00%,6.31%,6.59%
Photon,PHO,2.76518e-06,5.47271,56325.9505894,0.18%,7.94%,11.39%
Zayedcoin,ZYD,0.00901443,6.20929,56284.6586162,-0.01%,9.21%,23.61%
Rimbit,RBT,0.000484869,282.52,56002.1869089,0.02%,-1.58%,31.95%
WARP,WARP,0.050791,325.897,55627.522184,-0.01%,8.02%,20.75%
AllSafe,ASAFE2,0.00688829,27.6494,55312.9687634,-0.01%,10.01%,8.71%
Torcoin,TOR,0.168888,234.245,53398.754509,0.46%,-14.67%,-82.70%
SOILcoin,SOIL,0.00925445,130.47,52769.3181136,0.12%,1.90%,35.00%
GlobalToken,GLT,0.0020123,1.51517,52167.67012,0.76%,-13.59%,-30.47%
MACRON,MCRN,0.000128533,200.324,51595.8968943,-9.13%,-55.66%,-45.55%
Blackstar,BSTAR,8.17407e-05,0.0,51561.704229,,,1.84%
SongCoin,SONG,0.00154499,402.421,50313.062847,0.80%,7.62%,79.48%
PIECoin,PIE,0.00271402,14.4548,48485.1574459,-0.01%,0.84%,-49.21%
Digital Rupees,DRS,9.30512e-05,0.0,47530.8284791,,3.70%,-9.68%
DAS,DAS,0.0178931,296.644,46931.5589447,-0.02%,181.76%,175.95%
Metal Music Coin,MTLMC3,0.000586808,38.7672,46779.829377,0.00%,-34.52%,-12.36%
CoExistCoin,COXST,0.00171795,0.0,46556.445,,2.52%,-18.82%
BiosCrypto,BIOS,0.00222937,202.001,46419.2934275,-0.01%,-29.01%,38.86%
ARbit,ARB,0.00579749,0.0,45023.3363275,,,-1.06%
MindCoin,MND,0.00358638,53.9259,44996.9649675,0.00%,5.19%,28.77%
Cashcoin,CASH,0.000969293,381.175,44740.8605556,-0.01%,-1.80%,-15.44%
EMoneyPower,EMP,0.00470859,0.0,43319.028,,,
Solarflarecoin,SFC,0.00305229,133.282,42986.7736005,-0.35%,0.97%,-15.26%
Pulse,PULSE,0.00300481,35.0883,42965.692613,0.00%,15.47%,28.39%
CryptoEscudo,CESC,0.000290788,129.585,41904.0338188,0.00%,8.04%,71.66%
Steps,STEPS,0.00222937,75.6436,41522.0541666,0.00%,8.82%,20.75%
JobsCoin,JOBS,0.000387717,2.09464,41105.4731903,-0.01%,-26.98%,-17.50%
Cthulhu Offer...,OFF,0.0152179,42.0523,39905.4930329,0.00%,3.56%,5.32%
PLNcoin,PLNC,0.0023263,57.6632,39755.53648,-0.01%,23.47%,15.92%
BenjiRolls,BENJI,0.00194765,87.6714,39444.9685544,0.79%,12.94%,27.63%
PonziCoin,PONZI,0.0457028,0.0,39354.6354595,,,-32.14%
Ride My Car,RIDE,0.000387717,239.125,39266.8051691,7.70%,116.08%,103.15%
Comet,CMT,0.0449838,229.556,39263.210154,0.04%,11.13%,6.82%
Destiny,DES,0.0245231,214.429,39236.9606057,72.11%,49.85%,103.67%
Orlycoin,ORLY,0.00106622,328.55,39073.528628,0.00%,-0.97%,20.75%
FlavorCoin,FLVR,0.00184166,433.165,38487.2062072,0.00%,,-9.40%
ImpulseCoin,IMPS,0.00184166,8.72354,37285.3459956,0.00%,-2.25%,20.76%
CRTCoin,CRT,0.465261,368.009,36881.3805474,0.00%,8.04%,20.75%
Cabbage,CAB,0.00339253,3.6176,35621.5511246,0.00%,,20.76%
KibiCoin,KIC,0.00240663,3.77909,35379.86763,0.17%,-30.06%,83.59%
BlazeCoin,BLZ,5.63116e-05,9.74874,34268.8405198,0.67%,6.75%,45.72%
Slevin,SLEVIN,0.000484647,48.4648,33925.2900119,-0.01%,8.04%,23.50%
EGO,EGO,0.000563413,0.0,33804.7803164,,4.65%,16.98%
G3N,G3N,0.00436182,4.05358,32983.6074016,0.00%,8.82%,20.22%
GameBet Coin,GBT,0.00155087,46.5261,32975.8079822,0.00%,8.01%,20.75%
VIP Tokens,VIP,0.000387717,55.4081,32355.1397567,-0.01%,,20.75%
Impact,IMX,0.000290788,18.1597,31843.9153016,-0.01%,62.12%,162.29%
KingN Coin,KNC,15.5083,107.823,31135.9132942,0.00%,8.02%,20.75%
Useless Ether...,UET,0.00778741,110.55,30882.6571984,-0.24%,70.31%,30.49%
DPAY,DPAY,0.000387717,6.46199,30839.3982621,0.00%,,20.75%
PlayerCoin,PLACO,0.000872364,93.5698,30637.4236839,-0.01%,12.10%,-3.74%
Jin Coin,JIN,0.00300481,72.7594,29592.8275434,0.00%,,-78.91%
Litecred,LTCR,0.000962427,29.5554,29092.0027739,4.21%,6.55%,5.15%
DAPPSTER,DLISK,0.000290788,7.2697,29078.8,-0.01%,,-27.55%
Iconic,ICON,0.0488524,84.4327,28964.271885,0.00%,-11.19%,23.04%
Virtacoin,VTA,5.43243e-06,0.0,28255.7530983,,-6.04%,142.23%
TAGRcoin,TAGR,0.000728143,0.0,28157.0231621,,,0.86%
FuzzBalls,FUZZ,0.00571883,1.71565,27621.6343644,-0.01%,8.37%,15.11%
Eryllium,ERY,0.0052514,151.836,27477.9007779,13.79%,30.46%,15.28%
Luna Coin,LUNA,0.0169651,41.0109,27308.5596094,-0.01%,17.16%,28.01%
Pesobit,PSB,0.000811083,None,27271.0658021,,,
MTMGaming,MTM,0.00889714,0.889714,26691.1263944,0.22%,228.51%,22.40%
Wild Beast Block,WBB,0.157413,19.8497,26033.237066,9.05%,53.77%,43.21%
OsmiumCoin,OS76,0.0290788,25.953,25997.2032488,0.00%,-0.59%,8.23%
PosEx,PEX,0.0105653,4.84637,25919.2180373,0.00%,,20.70%
MiloCoin,MILO,0.00236741,119.865,25544.2443222,0.00%,8.51%,24.12%
LetItRide,LIR,0.000678505,6.90234,24607.7406409,-0.01%,,5.66%
Dollar Online,DOLLAR,0.0312112,100.721,23526.2549414,-0.01%,7.98%,23.81%
BBQCoin,BQC,0.000458156,None,23258.6804036,,,14.03%
CHNCoin,CNC,0.000484647,29.0788,23128.3158368,0.00%,8.04%,46.66%
BnrtxCoin,BNX,0.00086371,78.4535,22880.11062,0.12%,18.37%,57.73%
Zonecoin,ZNE,0.00876923,0.0,22641.8921475,,2.87%,14.99%
High Voltage,HVCO,0.0149271,7.40937,22303.6357607,0.00%,,17.76%
Veros,VRS,4.55841e-05,229.17,22181.6351403,18.15%,-26.85%,48.49%
BioBar,BIOB,0.0245231,2.45231,21721.4896829,0.00%,,25.81%
iBank,IBANK,0.00474954,13.3551,21497.956891,-0.01%,,-1.39%
Antilitecoin,ALTC,0.000678505,32.0138,21381.4656585,0.00%,26.04%,40.88%
GBCGoldCoin,GBC,0.0018252,75.6497,20737.5878605,-1.76%,60.19%,-23.95%
JavaScript Token,JS,0.00252604,342.159,20188.1015758,-0.24%,267.07%,145.18%
NeuroDAO,NDAO,0.116209,0.0,20165.980188,,,
Xonecoin,XOC,0.0445875,2.00925,18726.75,0.00%,,18.07%
SydPak,SDP,0.114183,120.174,18235.4123265,-0.01%,6.32%,20.75%
Speedcash,SCS,0.0665904,3.03088,17435.4097783,0.00%,,20.59%
Elysium,ELS,0.0039741,139.806,15916.3184966,-0.01%,3.01%,48.59%
RSGPcoin,RSGP,8.0461,53.5862,13896.0688929,0.00%,-0.40%,-18.84%
Coimatic 2.0,CTIC2,0.00102895,179.605,13116.540125,0.41%,21.86%,-57.36%
Tradecoin,TRADE,0.00174473,19.3859,13101.5631553,-0.01%,62.06%,-30.87%
GeertCoin,GEERT,0.00250718,6.89448,12764.5538507,0.04%,28.20%,25.83%
AgrolifeCoin,AGLC,0.00170089,None,12425.2550728,,-0.31%,
Rawcoin,XRC,0.0162836,499.348,11478.0165352,0.23%,7.33%,-65.18%
Wexcoin,WEX,0.0421026,None,11465.0461458,,,
Qibuck Asset,QBK,0.00678919,None,11347.309593,,,
Selfiecoin,SLFI,9.69293e-05,239.164,10451.8167007,0.00%,8.02%,20.80%
Dix Asset,DIX,9.6851e-08,20.3639,9685.1,1.49%,-7.44%,102.06%
NodeCoin,NODC,0.0056219,27.5421,9436.01642278,0.00%,13.91%,19.95%
P7Coin,P7C,0.000266907,0.0,9400.52806387,,,-16.87%
Save and Gain,SANDG,0.00289886,0.0,8884.42624106,,,9.43%
CCMiner,CCM100,0.002595,0.3114,8720.282115,0.22%,9.50%,150.52%
Corethum,CRTM,0.00340699,119.731,8517.475,-0.75%,99.65%,-73.09%
Concoin,CONX,0.00988679,333.359,7358.39879238,0.00%,-3.35%,-5.60%
Bitvolt,VOLT,0.000484647,15.1131,7324.25397481,-0.01%,-15.10%,-24.53%
Frazcoin,FRAZ,0.000677546,29.2077,6124.04868133,-0.01%,7.88%,20.62%
Revenu,REV,0.00500348,0.0,5981.78539026,,,-68.32%
Ulatech,ULA,0.0259841,200.39,4774.87321658,18.40%,141.61%,306.18%
WalletBuilder...,WBC,0.24444,0.0,4591.76214359,,,1.50%
Project-X,NANOX,58158.6,36.9948,4551.7246704,-0.01%,-7.42%,-23.04%
BigBoobsCoin,BBC,0.0204539,None,4170.75195755,,,-10.06%
Enigma,XNG,0.24494,190.572,4072.52938428,0.00%,24.10%,5.27%
Powercoin,PWR,7.14846e-05,0.0,3573.0769534,,,
Sojourn,SOJ,0.00674511,0.0,3272.82180354,,367.02%,99.85%
Lex4All,LEX,0.00324523,0.0519237,3245.23,0.22%,9.50%,143.53%
MorningStar,MRNG,9.85214e-05,247.052,3211.74991423,0.10%,-70.89%,-49.74%
BurstOcean,OCEAN,0.0136288,None,2886.9478176,,-0.45%,-38.52%
PizzaCoin,PIZZA,0.00193859,6.89051,2671.21647443,0.00%,-6.05%,-7.82%
